StateProvinceID,StateProvinceCode,StateProvinceName,SalesTerritory,CityID,CityName
40,PR,Puerto Rico (US Territory),External,5123,Camuy
40,PR,Puerto Rico (US Territory),External,5152,Candelaria
40,PR,Puerto Rico (US Territory),External,5154,Candelaria Arenas
40,PR,Puerto Rico (US Territory),External,5155,Candelero Abajo
40,PR,Puerto Rico (US Territory),External,5156,Candelero Arriba
40,PR,Puerto Rico (US Territory),External,5199,Canóvanas
40,PR,Puerto Rico (US Territory),External,5413,Carolina
40,PR,Puerto Rico (US Territory),External,5439,Carrizales
40,PR,Puerto Rico (US Territory),External,5633,Cataño
40,PR,Puerto Rico (US Territory),External,5695,Cayey
40,PR,Puerto Rico (US Territory),External,5697,Cayuco
40,PR,Puerto Rico (US Territory),External,5804,Ceiba
40,PR,Puerto Rico (US Territory),External,5805,Celada
40,PR,Puerto Rico (US Territory),External,5891,Central Aguirre
40,PR,Puerto Rico (US Territory),External,5943,Cerrillos Hoyos
40,PR,Puerto Rico (US Territory),External,6492,Ciales
40,PR,Puerto Rico (US Territory),External,6501,Cidra
40,PR,Puerto Rico (US Territory),External,6987,Coamo
40,PR,Puerto Rico (US Territory),External,7028,Coco
40,PR,Puerto Rico (US Territory),External,7318,Comerío
40,PR,Puerto Rico (US Territory),External,7353,Comunas
40,PR,Puerto Rico (US Territory),External,7556,Coquí
40,PR,Puerto Rico (US Territory),External,7567,Corazón
40,PR,Puerto Rico (US Territory),External,7576,Corcovado
40,PR,Puerto Rico (US Territory),External,7656,Corozal
40,PR,Puerto Rico (US Territory),External,7659,Corral Viejo
40,PR,Puerto Rico (US Territory),External,7708,Coto Laurel
40,PR,Puerto Rico (US Territory),External,7709,Coto Norte
40,PR,Puerto Rico (US Territory),External,8180,Culebra
40,PR,Puerto Rico (US Territory),External,8332,Daguao
40,PR,Puerto Rico (US Territory),External,9251,Dorado
40,PR,Puerto Rico (US Territory),External,9602,Duque
40,PR,Puerto Rico (US Territory),External,10203,El Combate
40,PR,Puerto Rico (US Territory),External,10214,El Mangó
40,PR,Puerto Rico (US Territory),External,10218,El Negro
40,PR,Puerto Rico (US Territory),External,10220,El Ojo
40,PR,Puerto Rico (US Territory),External,10221,El Paraiso
40,PR,Puerto Rico (US Territory),External,10242,El Tumbao
40,PR,Puerto Rico (US Territory),External,10600,Emajagua
40,PR,Puerto Rico (US Territory),External,10837,Esperanza
40,PR,Puerto Rico (US Territory),External,10838,Espino
40,PR,Puerto Rico (US Territory),External,11233,Fajardo
40,PR,Puerto Rico (US Territory),External,11736,Florida
40,PR,Puerto Rico (US Territory),External,12224,Fránquez
40,PR,Puerto Rico (US Territory),External,12442,Fuig
40,PR,Puerto Rico (US Territory),External,12490,G. L. García
40,PR,Puerto Rico (US Territory),External,12523,Galateo
40,PR,Puerto Rico (US Territory),External,12726,Garrochales
40,PR,Puerto Rico (US Territory),External,14151,Guánica
40,PR,Puerto Rico (US Territory),External,14153,Guayabal
40,PR,Puerto Rico (US Territory),External,14154,Guayama
40,PR,Puerto Rico (US Territory),External,14155,Guayanilla
40,PR,Puerto Rico (US Territory),External,14156,Guaynabo
40,PR,Puerto Rico (US Territory),External,14207,Gurabo
40,PR,Puerto Rico (US Territory),External,14244,H. Rivera Colón
40,PR,Puerto Rico (US Territory),External,14249,Hacienda San Jose
40,PR,Puerto Rico (US Territory),External,14884,Hatillo
40,PR,Puerto Rico (US Territory),External,14888,Hato Arriba
40,PR,Puerto Rico (US Territory),External,14889,Hato Candal
40,PR,Puerto Rico (US Territory),External,15977,Hormigueros
40,PR,Puerto Rico (US Territory),External,16184,Humacao
40,PR,Puerto Rico (US Territory),External,16423,Imbéry
40,PR,Puerto Rico (US Territory),External,16520,Indios
40,PR,Puerto Rico (US Territory),External,16536,Ingenio
40,PR,Puerto Rico (US Territory),External,16702,Isabela
40,PR,Puerto Rico (US Territory),External,16846,Jagual
40,PR,Puerto Rico (US Territory),External,16926,Jauca
40,PR,Puerto Rico (US Territory),External,16935,Jayuya
40,PR,Puerto Rico (US Territory),External,17083,Jobos
40,PR,Puerto Rico (US Territory),External,17206,Juana Díaz
40,PR,Puerto Rico (US Territory),External,17233,Juncal
40,PR,Puerto Rico (US Territory),External,17234,Juncos
40,PR,Puerto Rico (US Territory),External,18066,La Alianza
40,PR,Puerto Rico (US Territory),External,18089,La Dolores
40,PR,Puerto Rico (US Territory),External,18096,La Fermina
40,PR,Puerto Rico (US Territory),External,18125,La Liga
40,PR,Puerto Rico (US Territory),External,18126,La Luisa
40,PR,Puerto Rico (US Territory),External,18140,La Parguera
40,PR,Puerto Rico (US Territory),External,18149,La Playa
40,PR,Puerto Rico (US Territory),External,18150,La Plena
40,PR,Puerto Rico (US Territory),External,18191,La Yuca
40,PR,Puerto Rico (US Territory),External,18282,Lajas
40,PR,Puerto Rico (US Territory),External,18604,Lamboglia
40,PR,Puerto Rico (US Territory),External,18758,Lares
40,PR,Puerto Rico (US Territory),External,18783,Las Carolinas
40,PR,Puerto Rico (US Territory),External,18784,Las Croabas
40,PR,Puerto Rico (US Territory),External,18789,Las Marías
40,PR,Puerto Rico (US Territory),External,18791,Las Ochenta
40,PR,Puerto Rico (US Territory),External,18792,Las Ollas
40,PR,Puerto Rico (US Territory),External,18795,Las Piedras
40,PR,Puerto Rico (US Territory),External,19264,Levittown
40,PR,Puerto Rico (US Territory),External,19383,Liborio Negrón Torres
40,PR,Puerto Rico (US Territory),External,19724,Lluveras
40,PR,Puerto Rico (US Territory),External,19815,Loíza
40,PR,Puerto Rico (US Territory),External,19831,Lomas
40,PR,Puerto Rico (US Territory),External,20016,Los Llanos
40,PR,Puerto Rico (US Territory),External,20026,Los Panes
40,PR,Puerto Rico (US Territory),External,20028,Los Prados
40,PR,Puerto Rico (US Territory),External,20238,Luis Lloréns Torres
40,PR,Puerto Rico (US Territory),External,20240,Luis M. Cintrón
40,PR,Puerto Rico (US Territory),External,20279,Luquillo
40,PR,Puerto Rico (US Territory),External,20311,Luyando
40,PR,Puerto Rico (US Territory),External,20539,Magas Arriba
40,PR,Puerto Rico (US Territory),External,20573,Maguayo
40,PR,Puerto Rico (US Territory),External,20682,Manatí
40,PR,Puerto Rico (US Territory),External,20932,María Antonia
40,PR,Puerto Rico (US Territory),External,20936,Mariano Colón
40,PR,Puerto Rico (US Territory),External,20941,Maricao
40,PR,Puerto Rico (US Territory),External,21153,Martorell
40,PR,Puerto Rico (US Territory),External,21285,Maunabo
40,PR,Puerto Rico (US Territory),External,21325,Mayagüez
40,PR,Puerto Rico (US Territory),External,22503,Miranda
40,PR,Puerto Rico (US Territory),External,22559,Moca
40,PR,Puerto Rico (US Territory),External,22703,Monserrate
40,PR,Puerto Rico (US Territory),External,22736,Monte Grande
40,PR,Puerto Rico (US Territory),External,22739,Monte Verde
40,PR,Puerto Rico (US Territory),External,22918,Mora
40,PR,Puerto Rico (US Territory),External,22999,Morovis
40,PR,Puerto Rico (US Territory),External,23389,Mucarabones
40,PR,Puerto Rico (US Territory),External,23549,Naguabo
40,PR,Puerto Rico (US Territory),External,23604,Naranjito
40,PR,Puerto Rico (US Territory),External,25356,Olimpo
40,PR,Puerto Rico (US Territory),External,25628,Orocovis
40,PR,Puerto Rico (US Territory),External,25966,Pájaros
40,PR,Puerto Rico (US Territory),External,25967,Pajonal
40,PR,Puerto Rico (US Territory),External,26008,Palmarejo
40,PR,Puerto Rico (US Territory),External,26009,Palmas
40,PR,Puerto Rico (US Territory),External,26010,Palmas del Mar
40,PR,Puerto Rico (US Territory),External,26013,Palmer
40,PR,Puerto Rico (US Territory),External,26055,Palo Seco
40,PR,Puerto Rico (US Territory),External,26061,Palomas
40,PR,Puerto Rico (US Territory),External,26145,Parcelas de Navarro
40,PR,Puerto Rico (US Territory),External,26146,Parcelas la Milagrosa
40,PR,Puerto Rico (US Territory),External,26147,Parcelas Mandry
40,PR,Puerto Rico (US Territory),External,26148,Parcelas Nuevas
40,PR,Puerto Rico (US Territory),External,26149,Parcelas Peñuelas
40,PR,Puerto Rico (US Territory),External,26150,Parcelas Viejas Borinquen
40,PR,Puerto Rico (US Territory),External,26299,Pastos
40,PR,Puerto Rico (US Territory),External,26312,Patillas
40,PR,Puerto Rico (US Territory),External,26540,Peña Pobre
40,PR,Puerto Rico (US Territory),External,26602,Peñuelas
40,PR,Puerto Rico (US Territory),External,26863,Piedra Aguza
40,PR,Puerto Rico (US Territory),External,26864,Piedra Gorda
40,PR,Puerto Rico (US Territory),External,27256,Playa Fortuna
40,PR,Puerto Rico (US Territory),External,27258,Playita
40,PR,Puerto Rico (US Territory),External,27259,Playita Cortada
40,PR,Puerto Rico (US Territory),External,27435,Pole Ojea
40,PR,Puerto Rico (US Territory),External,27487,Ponce
40,PR,Puerto Rico (US Territory),External,27713,Potala Pastillo
40,PR,Puerto Rico (US Territory),External,28023,Pueblito del Carmen
40,PR,Puerto Rico (US Territory),External,28024,Pueblito Del Río
40,PR,Puerto Rico (US Territory),External,28033,Puerto Real
40,PR,Puerto Rico (US Territory),External,28058,Punta Santiago
40,PR,Puerto Rico (US Territory),External,28120,Quebrada
40,PR,Puerto Rico (US Territory),External,28121,Quebrada del Agua
40,PR,Puerto Rico (US Territory),External,28122,Quebradillas
40,PR,Puerto Rico (US Territory),External,28210,Rafael Capó
40,PR,Puerto Rico (US Territory),External,28211,Rafael González
40,PR,Puerto Rico (US Territory),External,28212,Rafael Hernández
40,PR,Puerto Rico (US Territory),External,28265,Ramos
40,PR,Puerto Rico (US Territory),External,28956,Rincón
40,PR,Puerto Rico (US Territory),External,28980,Río Blanco
40,PR,Puerto Rico (US Territory),External,28982,Río Cañas Abajo
40,PR,Puerto Rico (US Territory),External,28988,Río Grande
40,PR,Puerto Rico (US Territory),External,28991,Río Lajas
40,PR,Puerto Rico (US Territory),External,29369,Rodríguez Hevia
40,PR,Puerto Rico (US Territory),External,29490,Rosa Sánchez
40,PR,Puerto Rico (US Territory),External,29922,Sabana
40,PR,Puerto Rico (US Territory),External,29923,Sabana Eneas
40,PR,Puerto Rico (US Territory),External,29924,Sabana Grande
40,PR,Puerto Rico (US Territory),External,29925,Sabana Hoyos
40,PR,Puerto Rico (US Territory),External,29926,Sabana Seca
40,PR,Puerto Rico (US Territory),External,30263,Salinas
40,PR,Puerto Rico (US Territory),External,30348,San Antonio
40,PR,Puerto Rico (US Territory),External,30380,San Germán
40,PR,Puerto Rico (US Territory),External,30385,San Isidro
40,PR,Puerto Rico (US Territory),External,30395,San José
40,PR,Puerto Rico (US Territory),External,30396,San Juan
40,PR,Puerto Rico (US Territory),External,30406,San Lorenzo
40,PR,Puerto Rico (US Territory),External,30445,San Sebastián
40,PR,Puerto Rico (US Territory),External,30558,Santa Bárbara
40,PR,Puerto Rico (US Territory),External,30559,Santa Clara
40,PR,Puerto Rico (US Territory),External,30580,Santa Isabel
40,PR,Puerto Rico (US Territory),External,30609,Santo Domingo
40,PR,Puerto Rico (US Territory),External,32720,Stella
40,PR,Puerto Rico (US Territory),External,33061,Suárez
40,PR,Puerto Rico (US Territory),External,33142,Sumidero
40,PR,Puerto Rico (US Territory),External,33552,Tallaboa
40,PR,Puerto Rico (US Territory),External,33553,Tallaboa Alta
40,PR,Puerto Rico (US Territory),External,34013,Tibes
40,PR,Puerto Rico (US Territory),External,34015,Tiburones
40,PR,Puerto Rico (US Territory),External,34029,Tierras Nuevas Poniente
40,PR,Puerto Rico (US Territory),External,34140,Toa Alta
40,PR,Puerto Rico (US Territory),External,34141,Toa Baja
40,PR,Puerto Rico (US Territory),External,34509,Trujillo Alto
40,PR,Puerto Rico (US Territory),External,34966,Utuado
40,PR,Puerto Rico (US Territory),External,35172,Vayas
40,PR,Puerto Rico (US Territory),External,35173,Vázquez
40,PR,Puerto Rico (US Territory),External,35179,Vega Alta
40,PR,Puerto Rico (US Territory),External,35180,Vega Baja
40,PR,Puerto Rico (US Territory),External,35368,Vieques
40,PR,Puerto Rico (US Territory),External,35401,Villalba
40,PR,Puerto Rico (US Territory),External,37970,Yabucoa
40,PR,Puerto Rico (US Territory),External,38017,Yauco
40,PR,Puerto Rico (US Territory),External,38019,Yaurel
48,VI,Virgin Islands (US Territory),External,6093,Charlotte Amalie
48,VI,Virgin Islands (US Territory),External,6443,Christiansted
48,VI,Virgin Islands (US Territory),External,8132,Cruz Bay
48,VI,Virgin Islands (US Territory),External,12256,Frederiksted
22,MA,Massachusetts[E],New England,40,Abington
22,MA,Massachusetts[E],New England,56,Accord
22,MA,Massachusetts[E],New England,78,Acton
22,MA,Massachusetts[E],New England,80,Acushnet
22,MA,Massachusetts[E],New England,106,Adams
22,MA,Massachusetts[E],New England,187,Agawam
22,MA,Massachusetts[E],New England,419,Alford
22,MA,Massachusetts[E],New England,741,Amesbury
22,MA,Massachusetts[E],New England,746,Amherst
22,MA,Massachusetts[E],New England,833,Andover
22,MA,Massachusetts[E],New England,1173,Arlington
22,MA,Massachusetts[E],New England,1292,Ashburnham
22,MA,Massachusetts[E],New England,1293,Ashby
22,MA,Massachusetts[E],New England,1303,Ashfield
22,MA,Massachusetts[E],New England,1330,Ashland
22,MA,Massachusetts[E],New England,1374,Assinippi
22,MA,Massachusetts[E],New England,1415,Athol
22,MA,Massachusetts[E],New England,1472,Attleboro
22,MA,Massachusetts[E],New England,1508,Auburn
22,MA,Massachusetts[E],New England,1636,Avon
22,MA,Massachusetts[E],New England,1674,Ayer
22,MA,Massachusetts[E],New England,1816,Baldwinville
22,MA,Massachusetts[E],New England,1828,Ballardvale
22,MA,Massachusetts[E],New England,1974,Barnstable
22,MA,Massachusetts[E],New England,1986,Barre
22,MA,Massachusetts[E],New England,2325,Becket
22,MA,Massachusetts[E],New England,2333,Bedford
22,MA,Massachusetts[E],New England,2373,Beechwood
22,MA,Massachusetts[E],New England,2395,Belchertown
22,MA,Massachusetts[E],New England,2528,Bellingham
22,MA,Massachusetts[E],New England,2558,Belmont
22,MA,Massachusetts[E],New England,2759,Berkley
22,MA,Massachusetts[E],New England,2764,Berlin
22,MA,Massachusetts[E],New England,2782,Bernardston
22,MA,Massachusetts[E],New England,2909,Beverly
22,MA,Massachusetts[E],New England,3026,Billerica
22,MA,Massachusetts[E],New England,3136,Black Rock
22,MA,Massachusetts[E],New England,3161,Blackstone
22,MA,Massachusetts[E],New England,3230,Blandford
22,MA,Massachusetts[E],New England,3255,Bliss Corner
22,MA,Massachusetts[E],New England,3493,Bolton
22,MA,Massachusetts[E],New England,3520,Bondsville
22,MA,Massachusetts[E],New England,3617,Boston
22,MA,Massachusetts[E],New England,3662,Bourne
22,MA,Massachusetts[E],New England,3722,Boxford
22,MA,Massachusetts[E],New England,3829,Braintree
22,MA,Massachusetts[E],New England,3879,Brant Rock
22,MA,Massachusetts[E],New England,3967,Brewster
22,MA,Massachusetts[E],New England,4031,Bridgewater
22,MA,Massachusetts[E],New England,4077,Brimfield
22,MA,Massachusetts[E],New England,4150,Brockton
22,MA,Massachusetts[E],New England,4198,Brookfield
22,MA,Massachusetts[E],New England,4216,Brookline
22,MA,Massachusetts[E],New England,4272,Brookville
22,MA,Massachusetts[E],New England,4459,Buckland
22,MA,Massachusetts[E],New England,4639,Burlington
22,MA,Massachusetts[E],New England,4791,Buzzards Bay
22,MA,Massachusetts[E],New England,5012,Cambridge
22,MA,Massachusetts[E],New England,5206,Canton
22,MA,Massachusetts[E],New England,5343,Carlisle
22,MA,Massachusetts[E],New England,5510,Carver
22,MA,Massachusetts[E],New England,5518,Caryville
22,MA,Massachusetts[E],New England,5879,Centerville
22,MA,Massachusetts[E],New England,6057,Charlemont
22,MA,Massachusetts[E],New England,6099,Charlton
22,MA,Massachusetts[E],New England,6137,Chatham
22,MA,Massachusetts[E],New England,6174,Chelmsford
22,MA,Massachusetts[E],New England,6180,Chelsea
22,MA,Massachusetts[E],New England,6253,Cheshire
22,MA,Massachusetts[E],New England,6277,Chester
22,MA,Massachusetts[E],New England,6288,Chesterfield
22,MA,Massachusetts[E],New England,6348,Chicopee
22,MA,Massachusetts[E],New England,6374,Chilmark
22,MA,Massachusetts[E],New England,6810,Clicquot
22,MA,Massachusetts[E],New England,6871,Clinton
22,MA,Massachusetts[E],New England,7018,Cochituate
22,MA,Massachusetts[E],New England,7059,Cohasset
22,MA,Massachusetts[E],New England,7239,Colrain
22,MA,Massachusetts[E],New England,7367,Concord
22,MA,Massachusetts[E],New England,7472,Conway
22,MA,Massachusetts[E],New England,7578,Cordaville
22,MA,Massachusetts[E],New England,7749,Cotuit
22,MA,Massachusetts[E],New England,8223,Cummington
22,MA,Massachusetts[E],New England,8391,Dalton
22,MA,Massachusetts[E],New England,8454,Danvers
22,MA,Massachusetts[E],New England,8695,Dedham
22,MA,Massachusetts[E],New England,8736,Deerfield
22,MA,Massachusetts[E],New England,8891,Dennis
22,MA,Massachusetts[E],New England,8893,Dennis Port
22,MA,Massachusetts[E],New England,8988,Devens
22,MA,Massachusetts[E],New England,9086,Dighton
22,MA,Massachusetts[E],New England,9303,Douglas
22,MA,Massachusetts[E],New England,9326,Dover
22,MA,Massachusetts[E],New England,9379,Dracut
22,MA,Massachusetts[E],New England,9480,Dudley
22,MA,Massachusetts[E],New England,9589,Dunstable
22,MA,Massachusetts[E],New England,9642,Duxbury
22,MA,Massachusetts[E],New England,9754,East Bridgewater
22,MA,Massachusetts[E],New England,9756,East Brookfield
22,MA,Massachusetts[E],New England,9774,East Dennis
22,MA,Massachusetts[E],New England,9775,East Douglas
22,MA,Massachusetts[E],New England,9784,East Falmouth
22,MA,Massachusetts[E],New England,9812,East Harwich
22,MA,Massachusetts[E],New England,9840,East Longmeadow
22,MA,Massachusetts[E],New England,9877,East Pepperell
22,MA,Massachusetts[E],New England,9905,East Sandwich
22,MA,Massachusetts[E],New England,9922,East Walpole
22,MA,Massachusetts[E],New England,9938,Eastham
22,MA,Massachusetts[E],New England,9939,Easthampton
22,MA,Massachusetts[E],New England,9956,Easton
22,MA,Massachusetts[E],New England,10055,Edgartown
22,MA,Massachusetts[E],New England,10184,Egypt
22,MA,Massachusetts[E],New England,10805,Erving
22,MA,Massachusetts[E],New England,10843,Essex
22,MA,Massachusetts[E],New England,10982,Everett
22,MA,Massachusetts[E],New England,11139,Fairhaven
22,MA,Massachusetts[E],New England,11256,Fall River
22,MA,Massachusetts[E],New England,11283,Falmouth
22,MA,Massachusetts[E],New England,11418,Fayville
22,MA,Massachusetts[E],New England,11599,Fiskdale
22,MA,Massachusetts[E],New England,11601,Fitchburg
22,MA,Massachusetts[E],New England,11737,Florida
22,MA,Massachusetts[E],New England,11875,Forestdale
22,MA,Massachusetts[E],New England,11886,Forge Village
22,MA,Massachusetts[E],New England,12122,Foxborough
22,MA,Massachusetts[E],New England,12133,Framingham
22,MA,Massachusetts[E],New England,12200,Franklin
22,MA,Massachusetts[E],New England,12660,Gardner
22,MA,Massachusetts[E],New England,12861,Georgetown
22,MA,Massachusetts[E],New England,12994,Gill
22,MA,Massachusetts[E],New England,13093,Gleasondale
22,MA,Massachusetts[E],New England,13219,Glenridge
22,MA,Massachusetts[E],New England,13276,Gloucester
22,MA,Massachusetts[E],New England,13464,Goshen
22,MA,Massachusetts[E],New England,13529,Grafton
22,MA,Massachusetts[E],New England,13563,Granby
22,MA,Massachusetts[E],New England,13666,Graniteville
22,MA,Massachusetts[E],New England,13708,Granville
22,MA,Massachusetts[E],New England,13788,Great Barrington
22,MA,Massachusetts[E],New England,13829,Green Harbor
22,MA,Massachusetts[E],New England,13880,Greenbush
22,MA,Massachusetts[E],New England,13908,Greenfield
22,MA,Massachusetts[E],New England,14092,Groton
22,MA,Massachusetts[E],New England,14113,Groveland
22,MA,Massachusetts[E],New England,14272,Hadley
22,MA,Massachusetts[E],New England,14338,Halifax
22,MA,Massachusetts[E],New England,14416,Hamilton
22,MA,Massachusetts[E],New England,14456,Hampden
22,MA,Massachusetts[E],New England,14505,Hancock
22,MA,Massachusetts[E],New England,14540,Hanover
22,MA,Massachusetts[E],New England,14554,Hanover Center
22,MA,Massachusetts[E],New England,14562,Hanson
22,MA,Massachusetts[E],New England,14605,Harding
22,MA,Massachusetts[E],New England,14614,Hardwick
22,MA,Massachusetts[E],New England,14821,Harvard
22,MA,Massachusetts[E],New England,14835,Harwich
22,MA,Massachusetts[E],New England,14836,Harwich Port
22,MA,Massachusetts[E],New England,14879,Hatfield
22,MA,Massachusetts[E],New England,14921,Haverhill
22,MA,Massachusetts[E],New England,14947,Hawley
22,MA,Massachusetts[E],New England,14973,Hayden Row
22,MA,Massachusetts[E],New England,15061,Heath
22,MA,Massachusetts[E],New England,15435,Highland Lake
22,MA,Massachusetts[E],New England,15582,Hingham
22,MA,Massachusetts[E],New England,15586,Hinsdale
22,MA,Massachusetts[E],New England,15676,Holbrook
22,MA,Massachusetts[E],New England,15684,Holden
22,MA,Massachusetts[E],New England,15718,Holland
22,MA,Massachusetts[E],New England,15748,Holliston
22,MA,Massachusetts[E],New England,15813,Holyoke
22,MA,Massachusetts[E],New England,15936,Hopedale
22,MA,Massachusetts[E],New England,15962,Hopkinton
22,MA,Massachusetts[E],New England,16048,Housatonic
22,MA,Massachusetts[E],New England,16116,Hubbardston
22,MA,Massachusetts[E],New England,16138,Hudson
22,MA,Massachusetts[E],New England,16182,Hull
22,MA,Massachusetts[E],New England,16186,Humarock
22,MA,Massachusetts[E],New England,16247,Huntington
22,MA,Massachusetts[E],New England,16336,Hyannis
22,MA,Massachusetts[E],New England,16622,Ipswich
22,MA,Massachusetts[E],New England,16739,Islington
22,MA,Massachusetts[E],New England,17564,Kent Park
22,MA,Massachusetts[E],New England,17794,Kingston
22,MA,Massachusetts[E],New England,18560,Lakeville
22,MA,Massachusetts[E],New England,18643,Lancaster
22,MA,Massachusetts[E],New England,18688,Lanesborough
22,MA,Massachusetts[E],New England,18896,Lawrence
22,MA,Massachusetts[E],New England,19029,Lee
22,MA,Massachusetts[E],New England,19092,Leicester
22,MA,Massachusetts[E],New England,19168,Lenox
22,MA,Massachusetts[E],New England,19181,Leominster
22,MA,Massachusetts[E],New England,19262,Leverett
22,MA,Massachusetts[E],New England,19336,Lexington
22,MA,Massachusetts[E],New England,19342,Leyden
22,MA,Massachusetts[E],New England,19374,Liberty Plain
22,MA,Massachusetts[E],New England,19454,Lincoln
22,MA,Massachusetts[E],New England,19669,Littleton
22,MA,Massachusetts[E],New England,19673,Littleton Common
22,MA,Massachusetts[E],New England,19925,Longmeadow
22,MA,Massachusetts[E],New England,20120,Lowell
22,MA,Massachusetts[E],New England,20216,Ludlow
22,MA,Massachusetts[E],New England,20274,Lunenburg
22,MA,Massachusetts[E],New England,20368,Lynn
22,MA,Massachusetts[E],New England,20377,Lynnfield
22,MA,Massachusetts[E],New England,20475,Madaket
22,MA,Massachusetts[E],New England,20620,Malden
22,MA,Massachusetts[E],New England,20711,Manchester-by-the-Sea
22,MA,Massachusetts[E],New England,20793,Mansfield
22,MA,Massachusetts[E],New England,20893,Marblehead
22,MA,Massachusetts[E],New England,20980,Marion
22,MA,Massachusetts[E],New England,21029,Marlborough
22,MA,Massachusetts[E],New England,21096,Marshfield
22,MA,Massachusetts[E],New England,21099,Marshfield Center
22,MA,Massachusetts[E],New England,21100,Marshfield Hills
22,MA,Massachusetts[E],New England,21105,Marstons Mills
22,MA,Massachusetts[E],New England,21190,Mashpee
22,MA,Massachusetts[E],New England,21256,Mattapoisett
22,MA,Massachusetts[E],New England,21357,Maynard
22,MA,Massachusetts[E],New England,21675,Medfield
22,MA,Massachusetts[E],New England,21677,Medford
22,MA,Massachusetts[E],New England,21711,Medway
22,MA,Massachusetts[E],New England,21766,Melrose
22,MA,Massachusetts[E],New England,21813,Mendon
22,MA,Massachusetts[E],New England,21915,Merrimac
22,MA,Massachusetts[E],New England,21966,Methuen
22,MA,Massachusetts[E],New England,22033,Middleborough
22,MA,Massachusetts[E],New England,22048,Middlefield
22,MA,Massachusetts[E],New England,22060,Middleton
22,MA,Massachusetts[E],New England,22202,Milford
22,MA,Massachusetts[E],New England,22246,Millbury
22,MA,Massachusetts[E],New England,22268,Millers Falls
22,MA,Massachusetts[E],New England,22315,Millis
22,MA,Massachusetts[E],New England,22347,Millville
22,MA,Massachusetts[E],New England,22383,Milton
22,MA,Massachusetts[E],New England,22481,Minot
22,MA,Massachusetts[E],New England,22707,Monson
22,MA,Massachusetts[E],New England,22717,Montague
22,MA,Massachusetts[E],New England,22755,Monterey
22,MA,Massachusetts[E],New England,22784,Montgomery
22,MA,Massachusetts[E],New England,22856,Monument Beach
22,MA,Massachusetts[E],New England,23540,Nabnasset
22,MA,Massachusetts[E],New England,23550,Nahant
22,MA,Massachusetts[E],New England,23570,Nantucket
22,MA,Massachusetts[E],New England,23656,Natick
22,MA,Massachusetts[E],New England,23715,Needham
22,MA,Massachusetts[E],New England,23837,New Ashford
22,MA,Massachusetts[E],New England,23851,New Bedford
22,MA,Massachusetts[E],New England,23870,New Braintree
22,MA,Massachusetts[E],New England,24043,New Marlborough
22,MA,Massachusetts[E],New England,24106,New Salem
22,MA,Massachusetts[E],New England,24111,New Seabury
22,MA,Massachusetts[E],New England,24206,Newburyport
22,MA,Massachusetts[E],New England,24300,Newton
22,MA,Massachusetts[E],New England,24467,Norfolk
22,MA,Massachusetts[E],New England,24508,North Abington
22,MA,Massachusetts[E],New England,24510,North Adams
22,MA,Massachusetts[E],New England,24513,North Amherst
22,MA,Massachusetts[E],New England,24516,North Andover
22,MA,Massachusetts[E],New England,24520,North Attleborough
22,MA,Massachusetts[E],New England,24532,North Bellingham
